Name,Gender,Eye Color,Hair Color,Superpowers,Weakness,Alignment,Status,Identity,Race,Skin Color,Can_Fly,Has_Claws,Healing_Factor,Uses_Magic,Wears_Armor,Super_Strength,Telepathy,Super_Speed,Shoots_Webs,Vulnerable_to_Magic,Vulnerable_to_Physical,Vulnerable_to_Energy,Is_Marvel,Is_DC,Is_X_Men,Is_Avenger,Is_Batman_Family,Is_Spider_Man_Family,Is_Fantastic_Four
Desmond Marrs (Earth-616),Male,Blue,Red,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Lotus Newmark (Earth-616),Female,Green,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Walter Rosen (Earth-616),Male,Brown,Brown,| Abilities               =,Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Adam Crown (Earth-616),Male,Brown,Brown,| Abilities               =,Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Epoch (Earth-616),Female,Red,Brown,"''':''' Epoch possesses the potential to access all knowledge in the universe., ''':''' Epoch possesses the ability to teleport., ''':''' Epoch can fly unaided., ''':''' Epoch possesses telepathic abilities., ''':''' Epoch can alter her appearance.",Human mortality / Physical trauma,Unknown,Living,Unknown Identity,Human,White,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
Donald Clendenon (Earth-616),Male,Brown,Black,"| Abilities               = '''Mechanical Aptitude:''' Donald has some skill in engineering and inventing and could repair, mantain and modify his suit as needed., '''Skilled Combatant:''' He is a trained soldier with extensive combat experience., '''Multilingualism:''' Fluent in English and French.",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Feron (Excalibur) (Earth-616),Male,Blue,Black,"''':''' Feron has extensive magical skills., ''':'''  He is very adept at levitating himself and flying., ''':''' Feron can bind opponents with magical spells., ''':''' Feron can fire magical bolts of force., ''':''' Feron is capable of creating protective shields., '''Elemental :''' He has admitted that he failed his alchemy exams, however, and transmutation is very difficult for him to do., ''':''' Feron can conjure lifelike illusions., '''Psychic Link:''' Feron can sense the the Anti-Phoenix.",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Samson Buchanan (Earth-616),Male,Unknown,Blond,| Abilities               = Sam is skilled with regular handguns and various weapons.,Human mortality / Physical trauma,Unknown,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Curtis Elkins (Earth-616),Male,Brown,Black,None but relies on armor.,Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Donna Diego (Earth-616),Female,Green,Red,"'''Yellow Symbiotic Costume''': Scream possesses all the powers and abilities the original Venom symbiote had, including a few abilities unique to herself. While at first Donna could not properly control her ""other,"" Scream eventually began using more advanced powers granted by the symbiote, including camouflage and limited shapeshifting. Her full range of powers consisted of:, '''''', '''''', '''''', '''''', '''''', '''''', '''''', '''''', '''''', '''''', '''''', '''''', '''''',  '''''',  '''Co",Human mortality / Physical trauma,Neutral,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Firearm (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Unknown,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jean-Luc LeBeau (Earth-616),Male,Brown,Brown,| Abilities               = Well-trained thief.,Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Kenneth Parmenter (Earth-616),Male,Unknown,Unknown,None but relies on armor,Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Samuel Caulkin (Earth-616),Male,Unknown,Brown,None but relies on armor.,Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Dominic Destine (Earth-616),Male,Unknown,Red,"Due to his magical heritage, Dom possesses several powers including:,  ''':''' Dominic has super humanly acute senses.,  ''':''' His sense of hearing allows him to hear through concrete and steel walls.,  ''':''' His sense of smell is so acute that he can even detect the scent of someone who has previously handled an object that he examines. He can also identify the specific food ingredients that someone has handled, even after they have washed their hands, and can smell the traces of other peop",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jasmine Destine (Earth-616),Female,Brown,Black,"right|200px|thumb|Cuckoo's [[Astral Projection]], Due to her magical heritage, Cuckoo possesses powerful psychic powers including:,  '''''' ,  '''Mind Reading:''' She can read the minds of others.,  ''':''' She can project telepathic illusions.,  ''':''' She can project her astral form and summon the astral forms of others to her location.,  ''':''' She can manipulate the memories of others.,  '''''',  '''Mindblasts:''' She can direct her psychic powers into an offensive blast.,  ''':''' She has",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
Paradox (Strange) (Earth-616),Male,White,Bald / No Hair,"Paradox is a magical construct of aetheric energy. It does not need sustenance such as food, water, sleep or air to breathe. Conventional psionics such as telepathic probes do not seem to affect Paradox; however as a construct of a being with a soul (namely Dr. Strange) it can still be affected by the Soul Gem's power., Paradox is able to locate magical items and sources of power; it is unclear if he is using divination spells, or can innately sense them. , Paradox traveled via usually by flight",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
Gregory Herd (Earth-616),Male,Blue,Black,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Buzz (Earth-616),Male,Unknown,Brown,"None, human.",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
"Nicholas Fury (LMD, Heroes Reborn) (Earth-616)",Male,Blue,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Rosalind Sharpe (Earth-616),Female,Brown,Black,"None, human.",Human mortality / Physical trauma,Unknown,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
T-Ray (Earth-616),Male,Green,Red,"Can manipulate mystic energy through hieroglyphic scraps of paper for the following:,  ,  Levitation,  Physical transformation,  Energy bursts",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Tonaja (Earth-616),Female,Unknown,Brown,Tonaja has wings which allow her to fly.,Human mortality / Physical trauma,Unknown,Living,Secret Identity,Human,White,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Litterbug (Earth-616),Male,Red,Bald / No Hair,"'''''': Litterbug has a very tough chitinous exoskeleton that makes him bulletproof., '''''': Litterbug possesses superhuman strength and can lift up to 8 tons., '''Teeth and Claws''': Litterbug's razor-sharp claws can dig through stone and his teeth can tear through metal., '''''': Litterbug can jump vertically 100 feet with a single leap.",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Gabriel Stacy (Earth-616),Male,Brown,Brown,"'''Demon Physiology:''' As Kindred, Gabriel had a demonic form infested with centipedes, gnats, and other forms of insects associated with graveyards.,  ''':''' Kindred could resurrect people, as he did with Spider-Man several times.,  ''':''' Kindred was able to take possession of individuals.,  ''':''' As a demon, Kindred was shown to be superhumanly strong, easily defeating Spider-Man during their first encounter.,  ''':''' Kindred was shown to be invulnerable, as Spider-Man punched through h",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Aleksander Lukin (Earth-616),Male,Blue,Black,"| Abilities               =  Strategic genius and political mastermind.,  '''Multilingual:''' Lukin is fluent in both his native  and in .,  '''Wealth & Power:''' Lukin had a considerable stock of money and resources left over from the KGB's special research division. After the formation of Kronas Corporation, he had the full power and influence of being the CEO of one of the largest energy companies on Earth.",Human mortality / Physical trauma,Bad,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Shingen Harada II (Earth-616),Male,Black,Black,"'''''' The nanotechnology injected into Shingen allows him to regenerate from fatal wounds. However, it is uncertain if it would allow regeneration of loss limbs or decapitation.",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Tex Morgan (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Good,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Dull Knife (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
It the Living Colossus (Earth-616),Male,White,Bald / No Hair,"''':''' It! possesses the ability to fly. Doing so is purely psionic in nature, and as such, it exerts a severe strain on It!'s commanding intelligence. Levitating and flying the Living Colossus thus not only takes considerable mental effort on O'Bryan's part, but also shortens the period in which he can control It!. Because of the severe mental strain that levitating the Living Colossus entails, O'Bryan avoids flight whenever possible., ''':''' It! can withstand impacts up to (but not including",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
Bruce Olafsen (Earth-616),Male,Brown,Brown,| Abilities               = Weight-lifting,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Bor Burison (Earth-616),Male,Blue,Red,"'''Asgardian Physiology:''' Bor is an ancient Asgardian God who  an unimaginable level of power, power that rivals and perhaps exceeds that of even the Odin Force, power that enhances and increases all of his physical attributes astronomically. With this power he can also  the elements, such as  and , project powerful  from  capable of harming Thor, fire electromagnetic energy out of his hands, and can bring about great cataclysms with just a thought, as he proved not only during his battle with",Human mortality / Physical trauma,Good,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Maha Yogi (Earth-616),Male,Blue,Black,"'''Illusion Casting:''' The Maha Yogi is able to cast realistic illusions., ''':''' The Maha Yogi can control minds., ''':''' The Maha Yogi can project bolts of psionic energy., '''Force Fields:''' The Maha Yogi can create force fields., ''':''' The Maha Yogi can teleport himself and others., ''':''' While he initially only pretended to be a magician he recently displayed actual magical powers., '''Transformation:''' He can physically transform others., '''Energy Projection:''' He can project bo",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
Hildegund (Earth-616),Female,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Spencer Smythe (Earth-616),Male,Unknown,Grey,"| Abilities               = '''Genius-level Intellect:''' Smythe is a very intelligent person and skilled in many areas of science, including robotics.",Human mortality / Physical trauma,Neutral,Deceased,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Cerberus (Earth-616),Male,Yellow,Brown,"''':''' In his natural form Cerberus is a three-headed dog but he can assume a more humanoid form., ''':''' In his humanoid form Cerberus can lift up to 80 tons., ''':''' In his humanoid form Cerberus possesses superhuman levels of resistance to damage., ''':''' In both forms Cerberus can increase his size to 30' tall., ''' ''' and ''':''' In his canine form Cerberus possesses poisoned fangs and claws.",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Fafnir (Nastrond) (Earth-616),Male,Red,Bald / No Hair,"''', stamina, and durability''', '''''', '''Illusion casting''', ''''''",Human mortality / Physical trauma,Unknown,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ralph Roberts (Earth-616),Male,Brown,Brown,"''' Physiology''': After being mutated by radiation, Ralph acquired several superhuman abilities and gained additional muscle mass., '''''': Ralph's strength was enhanced to superhuman levels by his mutation., '''''': After his mutation, Ralph gained superhuman levels of durability., '''''': Ralph acquired the ability to project radioactive energy from his hands as concussive force beams., '''''': Ralph could project his radioactive energy to achieve flight.",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Sentry 459 (Earth-616),Unknown,Black,Bald / No Hair,"Auto-repair: A Sentry can repair itself unless it is destroyed.,  Communications: A Sentry can transmit and receive data from the Kree at light-speed. As the Kree live in another galaxy, most of the communications is not urgent.,  Energy Beam: Sentry 459 could shoot a powerful energy beam from his eyes.,  Robot: Due to its nature, the sentry is protected by the sheer strength of its hull. It cannot be affected by emotional or mental attacks, nor by illusions. However, he is susceptible to attack",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
Seth (Atlantean) (Earth-616),Male,Blue,Black,Atlantean Physiology,Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Boss Morgan (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Christine Palmer (Earth-616),Female,Blue,Red,| Abilities               =,Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Philip Russell (Earth-616),Male,Unknown,Grey,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Silas Grant (Earth-616),Male,Unknown,Grey,| Abilities               =,Human mortality / Physical trauma,Good,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Roxanne Gilbert (Earth-616),Female,Blue,Black,| Abilities               =,Human mortality / Physical trauma,Unknown,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Shou-Lao (Earth-616),Male,Red,Bald / No Hair,"'''''',  '''''',  '''''' striking speed.,  '''''',  '''''' by hatching out of an egg.,  ''':''' In extremely rare cases, Shou-Lao can bestow his chi onto others without having to be killed for it.  The only known Iron Fist to receive his power this way was Lin Lie.",Human mortality / Physical trauma,Neutral,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
Autolycus (Earth-616),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Veronica Dultry (Earth-616),Female,Yellow,Black,"''':''' Dragonfly has dragonfly-like wings, enabling her to fly at 45 mph., ''':''' Dragonfly can release a hypnotic ray through her forehead's antennae, rendering a single victim within 5 feet of her susceptible to all of her commands., Due to her unstable genetic makeup, Dragonfly's body absorbed radiation and used it to further mutate her into a 12-foot long dragonfly with the power to communicate with and mentally control every insect within a 200-foot radius. Excess radiation was slowly rel",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Brian DeWolff (Earth-616),Male,Blue,Strawberry Blond,"''':''' The Wraith possessed various psionic powers and was capable of reading the minds of other people., ''':''' He could take control of the mind of several victims at once., '''Telepathic Illusions:''' He could cast illusions in the minds of one or more witnesses at once; by this means he could make reality itself appear to change in incredible ways, or he could make himself appear to become invisible., '''Telepathic Blast:''' He could also mentally induce pain in a victim without causing hi",Human mortality / Physical trauma,Neutral,Deceased,Public Identity,Human,White,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
Davan Shakari (Earth-616),Male,White,Black,"'''Shi'ar Physiology:''' Erik the red possesses the average powers of a Shi'ar., ''':''' As a Shi'ar Erik the red can lift 1 ton., ''':''' Erik the Red possesses 20 times the endurance of a human., ''':''' Erik the Red's physiology grants him superhuman agility.",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Domini (Earth-616),Female,Blue,Red,''' and :'''  Domini had minor  (ESP).,Human mortality / Physical trauma,Unknown,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Woodgod (Earth-616),Male,Grey,Brown,"Woodgod possesses various superhuman abilities due, at least partially, to his unique Changeling physiology., ''':''' Woodgod is superhumanly strong and, at his peak, is capable of lifting approximately 50 tons., ''':''' Woodgod's musculature produces less fatigue toxins during physical activity than the musculature of a human being, granting him some level of superhuman stamina. While the limits are unknown, he can at least exert himself at peak capacity for several hours before the build up of",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Nezarr (Earth-616),Male,No,Bald / No Hair,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
One Above All (Earth-616),Male,Unknown,Bald / No Hair,"The One Above All can bend space and time to his whims, can create miniature black holes, and cast illusions and visions of the past. The One Above All can telekinetically move planets and hurl them at opponents in battle. The One Above All can teleport and is telepathic.",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
Randall Darby (Earth-616),Male,Blue,Grey,'''''': Shocker can generate powerful fields of bio-electromagnetic energy from his claw-like hands.,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Deathwings,Unknown,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Genji Odashu (Earth-616),Female,Unknown,Black,| Abilities               = Genji was a highly skilled test pilot.,Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ilongo Savage (Earth-616),Male,Unknown,Black,"| Abilities               = Trained deep-sea diver, expert on marine life",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Richard Carson (Earth-616),Male,Unknown,Brown,| Abilities               = Skilled pilot,Human mortality / Physical trauma,Unknown,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Angelo Macon (Earth-616),Male,Unknown,Blond,"Angelo was bionically improved by Donald Pierce. His strength, speed and reflexes were increased, he was equipped with infrared scanners, machine guns and a jetpack. Mechanized body parts offer increased durability.",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
Carmen Pryde (Earth-616),Male,Brown,Brown,| Abilities               =,Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Detective Flint (Earth-616),Male,Brown,Brown,| Abilities               = Detective Flint is skilled in all manner of police procedure and criminal investigation.,Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Fireflyte (Earth-616),Female,Magenta,Magenta,| Abilities               =,Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Alain Racine (Earth-616),Male,Blue,Brown,| Abilities               = Peregrine is an exceptional athlete and is skilled in the art of savate (kickboxing). He is a formidable aerial combatant.,Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Wolf (Thunderiders) (Earth-616),Male,Brown,Black,"Wolf is a mutant with following powers:,  ''':''' The five Thunderiders — Cowboy, Honcho, R.U. Reddy, Wolf and Wrench — are mentally connected and can sense each other's locations, share information and feelings with each other.,  '''Partial-:''' When in danger or stress, the five can subconsciously project the combined physical strength, skills and knowledge, without diminishing their own, into a separate gestalt being — the Marauder.",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
Smartship Friday (Earth-616),Unknown,Unknown,Unknown,"left|thumb, Friday has a limited ability to change shape. Mostly this is done to provide for the needs and comfort of passengers. Thus Friday can transform from a single compartment ship into a multiple compartment ship as needed. Friday is also able to travel through different environments including underwater.",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Stanley Carter (Earth-616),Male,Blue,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Buchanan Mitty (Earth-616),Male,Hazel,Brown,"'''Brood Eggs:''' At the time of his death, he had become host to a deformed clutch of Brood eggs, giving him an extremely insect-like appearance.",Human mortality / Physical trauma,Unknown,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Margaret Murdock (Earth-616),Female,Blue,Brown,| Abilities               =,Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Thomas Maximoff (Earth-616),Male,Blue,Auburn,"Master Pandemonium claimed that Tommy and Billy were enriched by mutant energy they drew from their mother. When he merged the twins into his body they increased Pandemonium's power a thousandfold and he channeled his powers through their bodies.,  ''':''' After Scarlet Witch's memories about Billy and Tommy were erased, the twins became the lost souls, their existence became completely unnoticeable to almost everyone, with a few rare exceptions, for example, those who can travel between dimensi",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
William Maximoff (Earth-616),Male,Blue,Auburn,"Master Pandemonium claimed that Tommy and Billy were enriched by mutant energy they drew from their mother. When he merged the twins into his body they increased Pandemonium's power a thousandfold and he channeled his powers through their bodies.,  '''''' and ''':''' Initially, when Doctor Strange examined Wanda's pregnancy he was able to detect the existence of only Tommy, both via magic and medical instruments. Wanda as well felt only Tommy's existence, when she mentally connected with the yet",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Ariel (Coconut Grove) (Earth-616),Female,Purple,Pink,"As other Coconut Grove aliens, Ariel can perform the following ability:,  ''':''' Ariel's teleportation powers as she is able to warp space-time around a two closed doors, bending the space to briefly connect the two when opening them: She can walk through a door at her starting point and walk through a different door even if they are at interplanetary distances. Those powers aren't based on a mutant or mutate state, but come from a specific use of physical knowledge and seem available to all he",Human mortality / Physical trauma,Good,Living,No Dual Identity,Human,White,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Priscilla Lyons (Earth-616),Female,Blue,Strawberry Blond,"| Abilities               = '''Skilled Combatant:''' Initially, Vagabond received training from Demolition-Man and Nomad in unarmed combat, gymnastics, and acrobatics, and was moderately skillful in each of those areas. As a recruit for the Scourge Program, she received additional training in various forms of martial arts., '''Firearms:''' She also learned how to operate several different kinds of firearms., '''Espionage:''' The program also taught her surveillance and eavesdropping techniques, ",Human mortality / Physical trauma,Unknown,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Tath Ki (Skrull) (Earth-616),Male,Green,Bald / No Hair,'''Skrull Shape-Shifting''',Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Imei Chang (Earth-616),Female,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Luis Alvarez (Earth-616),Male,Blue,Black,"'''Chemically Enhanced Physiology:''' Alvarez's body was enhanced by drugs which granted him increased physical attributes., '''Peak Human Strength''', '''Peak Human Stamina''', '''Peak Human Reflexes''', '''Peak Human Agility'''",Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Anne Marie Hoag (Earth-616),Female,Blue,Grey,| Abilities               =,Human mortality / Physical trauma,Good,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Archibald Corrigan (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Good,Deceased,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Dinah Soar (Earth-616),Female,Black,Bald / No Hair,"thumb|left|300px|Dinah Soar fighting against [[Melissa Gold (Earth-616)|Songbird]], Dinah Soar appeared as a pterosaur-like humanoid with the following abilities:,  ''':''' Dinah could fly via her razor-tipped wings that protruded from her back and attached to her arms. In flight, she had great maneuverability and could achieve very high speeds. Her feet were equipped to hold people while she was aloft.,  ''':''' Dinah's vocal range was hypersonic and inaudible to most individuals. She could use",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
Alex Flores (Earth-616),Female,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Eisenhower Canty (Earth-616),Male,Brown,Black,| Abilities               =  Photographic memory,Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Zachary Moonhunter (Earth-616),Male,Blue,Black,| Abilities               = Skilled pilot,Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
